MOst	MOst	ds	MOst	most	0
gracious	gracious	j	gracious	gracious	0
and	and	cc	and	and	0
dread	dread	j	dread	dread	0
Soueraigne	Soueraigne	j-jn	Sovereign	sovereign	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
presumed	presumed	vvn	presumed	presume	0
vpon	vpon	p-acp	upon	upon	0
this	this	d	this	this	0
dedication	dedication	n1	dedication	dedication	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
ouertaken	ouertaken	vvn	overtaken	overtake	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
forgetfulnes	forgetfulnes	n1	forgetfulness	forgetfulness	0
ei	ei	n1	ei	ei	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Maiesties	Maiesties	ng1	Majesties	majesty	0
greatnes	greatnes	n1	greatness	greatness	0
,	,	,	,	,	0
or	or	cc	or	or	0
mine	mine	po11	mine	my	0
owne	owne	d	own	own	0
pouertie	pouertie	n1	poverty	poverty	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
I	I	pns11	I	i	0
confesse	confesse	vvb	confess	confess	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
parison	parison	n1	parison	parison	0
were	were	vbdr	were	be	0
made	made	vvn	made	make	0
that	that	cst	that	that	0
way	way	n1	way	way	0
,	,	,	,	,	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
wor	wor	zz	wor	wor	0
∣	∣	sy	∣	∣	0
thily	thily	av-j-u	thily	thily	0
be	be	vbi	be	be	0
blamed	blamed	vvn	blamed	blame	0
of	of	pp-f	of	of	0
presumption	presumption	n1	presumption	presumption	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
laid	laid	vvd	laid	lay	0
in	in	p-acp	in	in	0
balance	balance	n1	balance	balance	0
your	your	po22	your	your	0
mind	mind	n1	mind	mind	0
rather	rather	av-c	rather	rather	0
then	then	cs	then	than	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
argu	argu	n1	argu	argu	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
rather	rather	av-c	rather	rather	0
then	then	cs	then	than	0
my	my	po11	my	my	0
penning	penning	n-vvg	penning	pen	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
I	I	pns11	I	i	0
confesse	confesse	vvb	confess	confess	0
I	I	pns11	I	i	0
presu	presu	uh-np	presu	presu	0
∣	∣	sy	∣	∣	0
med	med	j	med	med	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
without	without	p-acp	without	without	0
desert	desert	n1	desert	desert	0
of	of	pp-f	of	of	0
blame	blame	n1	blame	blame	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
ferred	ferred	j	ferred	ferred	0
godlines	godlines	n1	godliness	godliness	0
before	before	p-acp	before	before	0
glorie	glorie	n1	glory	glory	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
middest	middest	n1	midst	midst	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
glorie	glorie	n1	glory	glory	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
brought	brought	vvn	brought	bring	0
you	you	pn22	you	you	0
vnto	vnto	p-acp	unto	unto	0
:	:	:	:	:	0
so	so	av	so	so	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
preferre	preferre	vvi	prefer	prefer	0
a	a	dt	a	a	0
trea	trea	n1	trea	trea	0
∣	∣	sy	∣	∣	0
tise	tise	n1	tise	tise	0
of	of	pp-f	of	of	0
godlines	godlines	n1	godliness	godliness	0
,	,	,	,	,	0
thus	thus	av	thus	thus	0
simply	simply	av-j	simply	simple	0
furnished	furnished	vvn	furnished	furnish	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
a	a	dt	a	a	0
glorious	glorious	j	glorious	glorious	0
stile	stile	n1	style	stile	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
seldome	seldome	av	seldom	seldom	0
repugnant	repugnant	j	repugnant	repugnant	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
simplicitie	simplicitie	n1	simplicity	simplicity	0
of	of	pp-f	of	of	0
holie	holie	j	holy	holy	0
things	things	n2	things	thing	0
.	.	.	.	.	1
And	And	cc	And	and	0
yet	yet	av	yet	yet	0
my	my	po11	my	my	0
meaning	meaning	n1	meaning	meaning	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
confesse	confesse	vvi	confess	confess	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
,	,	,	,	,	0
that	that	cst	that	that	0
this	this	d	this	this	0
argument	argument	n1	argument	argument	0
deserued	deserued	vvd	deserved	deserve	0
both	both	d	both	both	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
learned	learned	j	learned	learned	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
gracious	gracious	j	gracious	gracious	0
penne	penne	n1	pen	pen	0
then	then	cs	then	than	0
mine	mine	png11	mine	i	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
with	with	p-acp	with	with	0
al	al	d	all	all	0
my	my	po11	my	my	0
heart	heart	n1	heart	heart	0
haue	haue	vhb	have	have	0
giuen	giuen	vvn	given	give	0
place	place	n1	place	place	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
either	either	av-d	either	either	0
seene	seene	vvn	seen	see	0
before	before	p-acp	before	before	0
me	me	pno11	me	i	0
,	,	,	,	,	0
or	or	cc	or	or	0
heard	heard	vvn	herd	hear	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
hinde	hinde	n1	hind	hind	0
me	me	pno11	me	i	0
the	the	dt	the	the	0
footsteps	footsteps	n2	footsteps	footstep	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
tending	tending	vvg	tending	tend	0
that	that	cst	that	that	0
way	way	n1	way	way	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
goe	goe	vvb	go	go	0
,	,	,	,	,	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
confesse	confesse	vvb	confess	confess	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
some	some	d	some	some	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
seene	seene	vvn	seen	see	0
trauailing	trauailing	vvg	travailing	travail	0
in	in	p-acp	in	in	0
waies	waies	n2	ways	way	0
neere	neere	av-j	near	near	0
adioyning	adioyning	vvg	adjoining	adjoin	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
.	.	.	.	.	1
Concerning	Concerning	vvg	Concerning	concern	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
perswaded	perswaded	vvn	persuaded	persuade	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
repose	repose	vvb	repose	repose	0
your	your	po22	your	your	0
greatest	greatest	js	greatest	great	0
greatnes	greatnes	n1	greatness	greatness	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
communion	communion	n1	communion	communion	0
of	of	pp-f	of	of	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
seuered	seuered	vvn	severed	sever	0
calling	calling	vvg	calling	call	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
transitorie	transitorie	j	transitory	transitory	0
:	:	:	:	:	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
will	will	vmb	will	will	0
account	account	vvi	account	account	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
honoured	honoured	vvn	honoured	honour	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
augmentation	augmentation	n1	augmentation	augmentation	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
furtherance	furtherance	n1	furtherance	furtherance	0
of	of	pp-f	of	of	0
true	true	j	true	true	0
holines	holines	n1	holiness	holiness	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
Maiesties	Maiesties	ng1	Majesties	majesty	0
owne	owne	d	own	own	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
faires	faires	n2	fairs	fair	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
permitted	permitted	vvn	permitted	permit	0
to	to	pc-acp	to	to	0
inioy	inioy	vvi	enjoy	enjoy	0
their	their	po32	their	their	0
opportunities	opportunities	n2	opportunities	opportunity	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
godly	godly	j	godly	godly	0
wisedome	wisedome	n1	wisdom	wisdom	0
to	to	pc-acp	to	to	0
inioy	inioy	vvi	enjoy	enjoy	0
your	your	po22	your	your	0
choice	choice	n1	choice	choice	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
varietie	varietie	n1	variety	variety	0
of	of	pp-f	of	of	0
reading	reading	vvg	reading	read	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
your	your	po22	your	your	0
godly	godly	j	godly	godly	0
heart	heart	n1	heart	heart	0
will	will	vmb	will	will	0
perswade	perswade	vvi	persuade	persuade	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
receiue	receiue	vvi	receive	receive	0
a	a	dt	a	a	0
booke	booke	n1	book	book	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
kinde	kinde	n1	kind	kind	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
gracious	gracious	j	gracious	gracious	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
to	to	p-acp	to	to	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
end	end	n1	end	end	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
begin	begin	vvi	begin	begin	0
to	to	p-acp	to	to	0
Gods	Gods	ng1	Gods	god	0
people	people	n1	people	people	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
entertaining	entertaining	vvg	entertaining	entertain	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
true	true	j	true	true	0
hearted	hearted	j-vvn	hearted	heart	0
motiue	motiue	n1	motive	motive	0
vnto	vnto	p-acp	unto	unto	0
holines	holines	n1	holiness	holiness	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
is	is	vbz	is	be	0
that	that	d	that	that	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
made	made	vvn	made	make	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
vse	vse	vvi	use	use	0
your	your	po22	your	your	0
gracious	gracious	j	gracious	gracious	0
and	and	cc	and	and	0
renowmed	renowmed	j-vvn	renowned	renown	0
name	name	n1	name	name	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
aduantage	aduantage	n1	advantage	advantage	0
my	my	po11	my	my	0
in	in	n1	in	inn	0
∣	∣	sy	∣	∣	0
tent	tent	n1	tent	tent	0
of	of	pp-f	of	of	0
furthering	furthering	j-vvg	furthering	further	0
the	the	dt	the	the	0
people	people	n1	people	people	0
committed	committed	vvn	committed	commit	0
