Sirs	Sirs	np1	Sirs	Sirs	0
,	,	,	,	,	0
IT	IT	pn31	IT	it	0
is	is	vbz	is	be	0
presumed	presumed	vvn	presumed	presume	0
that	that	cst	that	that	0
yee	yee	pn22	ye	you	0
ought	ought	vmd	ought	ought	0
,	,	,	,	,	0
&	&	cc	&	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
hoped	hoped	vvn	hoped	hope	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
do	do	vdb	do	do	0
know	know	vvi	know	know	0
how	how	c-crq	how	how	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
to	to	pc-acp	to	to	0
draw	draw	vvi	draw	draw	0
,	,	,	,	,	0
and	and	cc	and	and	0
wield	wield	vvi	wield	wield	0
the	the	dt	the	the	0
sword	sword	n1	sword	sword	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
put	put	vvn	put	put	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
;	;	;	;	;	0
But	But	cc-acp	But	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
certain	certain	j	certain	certain	0
,	,	,	,	,	0
and	and	cc	and	and	0
sad	sad	j	sad	sad	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
long	long	av-j	long	long	0
lain	lain	vvn	lain	lie	0
rusting	rusting	vvg	rusting	rust	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
scabbard	scabbard	n1	scabbard	scabbard	0
of	of	pp-f	of	of	0
partiality	partiality	n1	partiality	partiality	0
,	,	,	,	,	0
ease	ease	n1	ease	ease	0
,	,	,	,	,	0
and	and	cc	and	and	0
error	error	n1	error	error	0
;	;	;	;	;	0
inso	inso	fw-la	inso	inso	0
∣	∣	sy	∣	∣	0
much	much	d	much	much	0
that	that	d	that	that	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
your	your	po22	your	your	0
persons	persons	n2	persons	person	0
begin	begin	vvb	begin	begin	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
dishonoured	dishonoured	vvn	dishonoured	dishonour	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
even	even	av	even	even	0
so	so	av	so	so	0
much	much	d	much	much	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
,	,	,	,	,	0
your	your	po22	your	your	0
Authority	Authority	n1	Authority	authority	0
,	,	,	,	,	0
begins	begins	vvz	begins	begin	0
to	to	pc-acp	to	to	0
lie	lie	vvi	lie	lie	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
foot	foot	n1	foot	foot	0
of	of	pp-f	of	of	0
pride	pride	n1	pride	pride	0
and	and	cc	and	and	0
petulancy	petulancy	n1	petulancy	petulancy	0
,	,	,	,	,	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
emptying	emptying	vvg	emptying	empty	0
you	you	pn22	you	you	0
from	from	p-acp	from	from	0
vessel	vessel	n1	vessel	vessel	0
to	to	p-acp	to	to	0
vessel	vessel	n1	vessel	vessel	0
;	;	;	;	;	0
he	he	pns31	he	he	0
seems	seems	vvz	seems	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
almost	almost	av	almost	almost	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
pour	pour	vvi	pour	pour	0
you	you	pn22	you	you	0
out	out	av	out	out	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
purified	purified	vvn	purified	purify	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
lees	lees	n2	lees	lees	0
:	:	:	:	:	0
He	He	pns31	He	he	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
loosning	loosning	vvg	loosening	loosen	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
good	good	j	good	good	0
while	while	n1	while	while	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
seems	seems	vvz	seems	seem	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
a	a	dt	a	a	0
good	good	j	good	good	0
mind	mind	n1	mind	mind	0
to	to	pc-acp	to	to	0
knock	knock	vvi	knock	knock	0
you	you	pn22	you	you	0
off	off	a-acp	off	off	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
as	as	a-acp	as	as	0
yet	yet	av	yet	yet	0
done	done	vdi	done	do	0
that	that	d	that	that	0
vindication	vindication	n1	vindication	vindication	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
name	name	n1	name	name	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
veriest	veriest	js	veriest	very	0
Moses	Moses	np1	Moses	Moses	0
of	of	a-acp	of	off	0
you	you	pn22	you	you	0
all	all	d	all	all	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
done	done	vdn	done	do	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
own	own	d	own	own	0
,	,	,	,	,	0
if	if	cs	if	if	0
so	so	av	so	so	0
blasphemed	blasphemed	vvn	blasphemed	blaspheme	0
.	.	.	.	.	1
And	And	cc	And	and	0
certainly	certainly	av-j	certainly	certain	0
,	,	,	,	,	0
however	however	c-acp	however	however	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
create	create	vvi	create	create	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
some	some	d	some	some	0
carnal	carnal	j	carnal	carnal	0
