MY	MY	po11	MY	my	0
LORDS	LORDS	ng1	LORDS	lord	0
,	,	,	,	,	0
YOu	YOu	pn22	YOu	you	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Great	Great	j	Great	great	0
Reasoners	Reasoners	n2	Reasoners	reasoner	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
our	our	po12	our	our	0
Wise	Wise	j	Wise	wise	0
Kings	Kings	n2	Kings	king	0
have	have	vhb	have	have	0
judiciously	judiciously	av-j	judiciously	judicious	0
set	set	vvn	set	set	0
you	you	pn22	you	you	0
on	on	p-acp	on	on	0
your	your	po22	your	your	0
Seats	Seats	n2	Seats	seat	0
with	with	p-acp	with	with	0
Power	Power	n1	Power	power	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
other	other	j-jn	other	other	0
Men	Men	n2	Men	man	0
to	to	p-acp	to	to	0
Reason	Reason	n1	Reason	reason	0
.	.	.	.	.	1
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
take	take	vvi	take	take	0
it	it	pn31	it	it	0
ill	ill	av-jn	ill	ill	0
,	,	,	,	,	0
I	I	pns11	I	i	0
beg	beg	vvb	beg	beg	0
your	your	po22	your	your	0
Patronage	Patronage	n1	Patronage	patronage	0
and	and	cc	and	and	0
favourable	favourable	j	favourable	favourable	0
Look	Look	n1	Look	look	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
a	a	dt	a	a	0
Book	Book	n1	Book	book	0
which	which	r-crq	which	which	0
defends	defends	vvz	defends	defend	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
,	,	,	,	,	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
by	by	p-acp	by	by	0
Authority	Authority	n1	Authority	authority	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
Reason	Reason	n1	Reason	reason	0
.	.	.	.	.	1
Passages	Passages	n2	Passages	passage	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
Fathers	Fathers	n2	Father's	father	0
it	it	pn31	it	it	0
backs	backs	n2	backs	back	0
by	by	p-acp	by	by	0
Reason	Reason	n1	Reason	reason	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Passages	Passages	n2	Passages	passage	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
Scrip	Scrip	n1	Scrip	scrip	0
∣	∣	sy	∣	∣	0
ture	ture	n1	ture	ture	0
it	it	pn31	it	it	0
submits	submits	vvz	submits	submit	0
with	with	p-acp	with	with	0
Reason	Reason	n1	Reason	reason	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
Faith	Faith	n1	Faith	faith	0
is	is	vbz	is	be	0
Superior	Superior	j-jn	Superior	superior	0
to	to	p-acp	to	to	0
Reason	Reason	n1	Reason	reason	0
,	,	,	,	,	0
and	and	cc	and	and	0
Reason	Reason	vvb	Reason	reason	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
tells	tells	vvz	tells	tell	0
us	us	pno12	us	we	0
,	,	,	,	,	0
that	that	cst	that	that	0
to	to	p-acp	to	to	0
Faith	Faith	n1	Faith	faith	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
submit	submit	vvi	submit	submit	0
our	our	po12	our	our	0
Reason	Reason	n1	Reason	reason	0
.	.	.	.	.	1
Would	Would	vmd	Would	will	0
we	we	pns12	we	we	0
think	think	vvi	think	think	0
that	that	d	that	that	0
Man	Man	n1	Man	man	0
reasonable	reasonable	j	reasonable	reasonable	0
who	who	r-crq	who	who	0
would	would	vmd	would	will	0
doubt	doubt	vvi	doubt	doubt	0
to	to	pc-acp	to	to	0
submit	submit	vvi	submit	submit	0
his	his	po31	his	his	0
Reason	Reason	n1	Reason	reason	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
the	the	dt	the	the	0
Principle	Principle	n1	Principle	principle	0
of	of	pp-f	of	of	0
Reason	Reason	n1	Reason	reason	0
?	?	?	?	?	1
God	God	np1	God	God	0
will	will	vmb	will	will	0
and	and	cc	and	and	0
ought	ought	pi	ought	aught	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Worshiped	Worshiped	vvn	Worshipped	worship	0
our	our	po12	our	our	0
Nature	Nature	n1	Nature	nature	0
and	and	cc	and	and	0
Reason	Reason	n1	Reason	reason	0
tells	tells	vvz	tells	tell	0
us	us	pno12	us	we	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
how	how	q-crq	how	how	0
,	,	,	,	,	0
we	we	pns12	we	we	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
,	,	,	,	,	0
unless	unless	cs	unless	unless	0
he	he	pns31	he	he	0
himself	himself	px31	himself	himself	0
reveal	reveal	vvi	reveal	reveal	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Some	Some	d	Some	some	0
thought	thought	vvd	thought	think	0
the	the	dt	the	the	0
Deity	Deity	n1	Deity	deity	0
they	they	pns32	they	they	0
acknowledged	acknowledged	vvd	acknowledged	acknowledge	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Wor	Wor	zz	Wor	wor	0
∣	∣	sy	∣	∣	0
shiped	shiped	vvn	shipped	ship	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Sacrifice	Sacrifice	n1	Sacrifice	sacrifice	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
Burning	Burning	j-vvg	Burning	burn	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Chil	Chil	pns11|vmb	Chil	I|will	0
∣	∣	sy	∣	∣	0
dren	dren	n2	dren	dren	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
some	some	d	some	some	0
Pagans	Pagans	n2-jn	Pagans	pagan	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
Old	Old	j	Old	old	0
Law	Law	n1	Law	law	0
they	they	pns32	they	they	0
thought	thought	vvd	thought	think	0
God	God	np1	God	God	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
A	A	dt	A	a	0
∣	∣	sy	∣	∣	0
dor'd	dor'd	vvd	dored	dore	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Sacrifice	Sacrifice	n1	Sacrifice	sacrifice	0
of	of	pp-f	of	of	0
Beasts	Beasts	n2	Beasts	beast	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
New	New	j	New	new	0
we	we	pns12	we	we	0
abhor	abhor	vvb	abhor	abhor	0
such	such	d	such	such	0
Sacri	Sacri	fw-la	Sacri	sacri	0
∣	∣	sy	∣	∣	0
fices	fices	n2	fices	fice	0
.	.	.	.	.	1
Roman	Roman	np1	Roman	Roman	0
Catholicks	Catholicks	njp2	Catholics	catholic	0
among	among	p-acp	among	among	0
Christians	Christians	np1	Christians	Christians	0
offer	offer	vvb	offer	offer	0
him	him	pno31	him	he	0
daily	daily	av-j	daily	daily	0
the	the	dt	the	the	0
Sacri	Sacri	fw-la	Sacri	sacri	0
∣	∣	sy	∣	∣	0
fice	fice	n1	fice	fice	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Son	Son	n1	Son	son	0
Incarnate	Incarnate	j	Incarnate	incarnate	0
:	:	:	:	:	0
Protestants	Protestants	n2	Protestants	protestant	0
condemn	condemn	vvb	condemn	condemn	0
this	this	d	this	this	0
Sacrifice	Sacrifice	n1	Sacrifice	sacrifice	0
,	,	,	,	,	0
and	and	cc	and	and	0
content	content	vvi	content	content	0
themselves	themselves	px32	themselves	themselves	0
to	to	pc-acp	to	to	0
Honour	Honour	vvi	Honour	honour	0
him	him	pno31	him	he	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
improper	improper	j	improper	improper	0
Sacrifice	Sacrifice	n1	Sacrifice	sacrifice	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Prayers	Prayers	n2	Prayers	prayer	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
sorrow	sorrow	n1	sorrow	sorrow	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
Sins	Sins	n2	Sins	sin	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
this	this	d	this	this	0
Variety	Variety	n1	Variety	variety	0
of	of	pp-f	of	of	0
Judgement	Judgement	n1	Judgement	judgement	0
in	in	p-acp	in	in	0
Men	Men	n2	Men	man	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Worship	Worship	n1	Worship	worship	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
us	us	pno12	us	we	0
Reason	Reason	n1	Reason	reason	0
,	,	,	,	,	0
My	My	po11	My	my	0
Lords	Lords	n2	Lords	lord	0
,	,	,	,	,	0
cer	cer	n1	cer	cer	0
∣	∣	sy	∣	∣	0
tainly	tainly	av-j	tainly	tain	0
God	God	n1	God	god	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
at	at	p-acp	at	at	0
present	present	j	present	present	0
content	content	n1	content	content	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Worshiped	Worshiped	vvn	Worshipped	worship	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
waies	waies	n2	ways	way	0
I	I	pns11	I	i	0
please	please	vvb	please	please	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
one	one	crd	one	one	0
disallows	disallows	n2	disallows	disallow	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
,	,	,	,	,	0
Judging	Judging	vvg	Judging	judge	0
it	it	pn31	it	it	0
abominable	abominable	j	abominable	abominable	0
.	.	.	.	.	1
If	If	cs	If	if	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
moves	moves	vvz	moves	move	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
in	in	p-acp	in	in	0
particular	particular	j	particular	particular	0
,	,	,	,	,	0
the	the	dt	the	the	0
same	same	d	same	same	0
Spirit	Spirit	n1	Spirit	spirit	0
cannot	cannot	vmbx	cannot	can	0
move	move	vvi	move	move	0
another	another	j-jn	another	another	0
to	to	pc-acp	to	to	0
abhor	abhor	vvi	abhor	abhor	0
my	my	po11	my	my	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
Worship	Worship	n1	Worship	worship	0
and	and	cc	and	and	0
condemn	condemn	vvi	condemn	condemn	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
true	true	j	true	true	0
Spirit	Spirit	n1	Spirit	spirit	0
that	that	cst	that	that	0
moves	moves	vvz	moves	move	0
him	him	pno31	him	he	0
who	who	r-crq	who	who	0
condemns	condemns	vvz	condemns	condemn	0
me	me	pno11	me	i	0
,	,	,	,	,	0
'tis	'tis	pn31|vbz	it's	it|be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
true	true	j	true	true	0
Spirit	Spirit	n1	Spirit	spirit	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
moved	moved	vvn	moved	move	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
its	its	po31	its	its	0
impossible	impossible	j	impossible	impossible	0
for	for	p-acp	for	for	0
Man	Man	n1	Man	man	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
way	way	n1	way	way	0
he	he	pns31	he	he	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
turn	turn	vvi	turn	turn	0
himself	himself	px31	himself	himself	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
without	without	p-acp	without	without	0
a	a	dt	a	a	0
Revelation	Revelation	n1	Revelation	revelation	0
.	.	.	.	.	1
You	You	pn22	You	you	0
see	see	vvb	see	see	0
then	then	av	then	then	0
'tis	'tis	pn31|vbz	it's	it|be	0
but	but	p-acp	but	but	0
Natural	Natural	j	Natural	natural	0
to	to	pc-acp	to	to	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
pect	pect	n1	pect	pect	0
it	it	pn31	it	it	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
all	all	d	all	all	0
at	at	p-acp	at	at	0
a	a	dt	a	a	0
stand	stand	n1	stand	stand	0
without	without	p-acp	without	without	0
it	it	pn31	it	it	0
.	.	.	.	.	1
We	We	pns12	We	we	0
find	find	vvb	find	find	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
a	a	dt	a	a	0
violent	violent	j	violent	violent	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
clination	clination	n1	clination	clination	0
to	to	p-acp	to	to	0
Lust	Lust	n1	Lust	lust	0
,	,	,	,	,	0
Intemperance	Intemperance	n1	Intemperance	intemperance	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	n-jn	other	other	0
Evils	Evils	n2-jn	Evils	evil	0
;	;	;	;	;	0
lay	lay	vvb	lay	lay	0
aside	aside	av	aside	aside	0
the	the	dt	the	the	0
Revelati	Revelati	n1	Revelati	revelati	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
of	of	pp-f	of	of	0
Original	Original	j-jn	Original	original	0
Sin	Sin	n1	since	sin	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
Disorders	Disorders	n2	Disorders	disorder	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
shall	shall	vmb	shall	shall	0
we	we	pns12	we	we	0
ascribe	ascribe	vvi	ascribe	ascribe	0
