AGainst	AGainst	p-acp	AGainst	against	0
the	the	dt	the	the	0
Opening	Opening	vvg	Opening	open	0
the	the	dt	the	the	0
present	present	j	present	present	0
Session	Session	n1	Session	session	0
of	of	pp-f	of	of	0
Par	Par	np1	Par	Par	0
∣	∣	sy	∣	∣	0
liament	liament	n1	liament	liament	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
my	my	po11	my	my	0
Duty	Duty	n1	Duty	duty	0
,	,	,	,	,	0
(	(	(	(	(	0
considering	considering	vvg	considering	consider	0
the	the	dt	the	the	0
Nation's	Nation's	n1|vbz	Nation's	nation|be	0
great	great	j	great	great	0
Distress	Distress	n1	Distress	distress	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
point	point	vvi	point	point	0
out	out	av	out	out	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
principal	principal	j-jn	principal	principal	0
Causers	Causers	n2	Causers	causer	0
and	and	cc	and	and	0
Continuers	Continuers	n2	Continuers	continuer	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
Miseries	Miseries	ng1	Misery's	misery	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
fol	fol	zz	fol	fol	0
∣	∣	sy	∣	∣	0
lowing	lowing	vvg	lowing	low	0
Dialogue	Dialogue	n1	Dialogue	dialogue	0
;	;	;	;	;	0
Containing	Containing	vvg	Containing	contain	0
,	,	,	,	,	0
1st	1st	ord	1st	first	0
.	.	.	.	.	1
Bare	Bare	j	Bore	bare	0
Matter	Matter	n1	Matter	matter	0
of	of	pp-f	of	of	0
Fact	Fact	n1	Fact	fact	0
already	already	av	already	already	0
prov'd	prov'd	vvn	proved	prove	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Admiral	Admiral	n1	Admiral	admiral	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
,	,	,	,	,	0
Commissioners	Commissioners	n2	Commissioners	commissioner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Navy	Navy	n1	Navy	navy	0
,	,	,	,	,	0
Commissioners	Commissioners	n2	Commissioners	commissioner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Post-Office	Post-Office	n1	Post-Office	post-office	0
,	,	,	,	,	0
and	and	cc	and	and	0
Commissioners	Commissioners	n2	Commissioners	commissioner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sick	Sick	j	Sick	sick	0
and	and	cc	and	and	0
Wounded	Wounded	j-vvn	Wounded	wound	0
Sea	Sea	n1	Sea	sea	0
∣	∣	sy	∣	∣	0
men	men	n1	men	man	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
foul	foul	j	foul	foul	0
Practices	Practices	n2	Practices	practice	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Commissioners	Commissioners	n2	Commissioners	commissioner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Publick	Publick	j	Public	public	0
Accounts	Accounts	n2	Accounts	account	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
Concealing	Concealing	vvg	Concealing	conceal	0
and	and	cc	and	and	0
Justify	Justify	vvi	Justify	justify	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
the	the	cs	the	than	0
said	said	vvn	said	say	0
Crimes	Crimes	n2	Crimes	crime	0
.	.	.	.	.	1
2dly	2dly	j	2dly	2dly	0
,	,	,	,	,	0
Natural	Natural	j	Natural	natural	0
Consequences	Consequences	n2	Consequences	consequence	0
and	and	cc	and	and	0
Arguments	Arguments	n2	Arguments	argument	0
drawn	drawn	vvn	drawn	draw	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Matter	Matter	n1	Matter	matter	0
of	of	pp-f	of	of	0
Fact	Fact	n1	Fact	fact	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Reference	Reference	n1	Reference	reference	0
to	to	p-acp	to	to	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
Law	Law	n1	Law	law	0
,	,	,	,	,	0
Policy	Policy	n1	Policy	policy	0
and	and	cc	and	and	0
the	the	dt	the	the	0
true	true	j	true	true	0
Interest	Interest	n1	Interest	interest	0
and	and	cc	and	and	0
Safety	Safety	n1	Safety	safety	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
King	King	n1	King	king	0
and	and	cc	and	and	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
.	.	.	.	.	1
The	The	dt	The	the	0
Book	Book	n1	Book	book	0
being	being	vbg	being	be	0
out	out	av	out	out	0
,	,	,	,	,	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
seiz'd	seiz'd	vvn	seized	seize	0
by	by	p-acp	by	by	0
Messengers	Messengers	n2	Messengers	messenger	0
,	,	,	,	,	0
divers	divers	j	diverse	diverse	0
reporting	reporting	n-vvg	reporting	report	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
High	High	j	High	high	0
Treason	Treason	n1	Treason	treason	0
,	,	,	,	,	0
and	and	cc	and	and	0
Mr.	Mr.	n1	Mr.	mr.	1
Cros	Cros	np1	Cros	Cros	0
∣	∣	sy	∣	∣	0
feild	feild	n1	field	field	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Poor	Poor	j	Poor	poor	0
Woman	Woman	n1	Woman	woman	0
,	,	,	,	,	0
