WORTHY	WORTHY	j	WORTHY	worthy	0
SIR	SIR	n1	SIR	sir	0
,	,	,	,	,	0
THAT	THAT	cst	THAT	that	0
the	the	dt	the	the	0
Publication	Publication	n1	Publication	publication	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Discourse	Discourse	n1	Discourse	discourse	0
is	is	vbz	is	be	0
entirely	entirely	av-j	entirely	entire	0
owing	owing	vvg	owing	owe	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
earnest	earnest	j	earnest	earnest	0
sollicitation	sollicitation	n1	solicitation	solicitation	0
,	,	,	,	,	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
safely	safely	av-j	safely	safe	0
avow	avow	vvi	avow	avow	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
having	having	vhg	having	have	0
by	by	p-acp	by	by	0
me	me	pno11	me	i	0
sufficient	sufficient	j	sufficient	sufficient	0
evidence	evidence	n1	evidence	evidence	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
I	I	pns11	I	i	0
mean	mean	vvb	mean	mean	0
your	your	po22	your	your	0
Letter	Letter	n1	Letter	letter	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
allowable	allowable	j	allowable	allowable	0
to	to	pc-acp	to	to	0
produce	produce	vvi	produce	produce	0
it	it	pn31	it	it	0
,	,	,	,	,	0
would	would	vmd	would	will	0
evince	evince	vvi	evince	evince	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
I	I	pns11	I	i	0
appeal	appeal	vvb	appeal	appeal	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
even	even	av	even	even	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
without	without	p-acp	without	without	0
incurring	incurring	vvg	incurring	incur	0
the	the	dt	the	the	0
imputation	imputation	n1	imputation	imputation	0
of	of	pp-f	of	of	0
rudeness	rudeness	n1	rudeness	rudeness	0
,	,	,	,	,	0
or	or	cc	or	or	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
affect	affect	vvb	affect	affect	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
modesty	modesty	n1	modesty	modesty	0
,	,	,	,	,	0
decline	decline	vvb	decline	decline	0
your	your	po22	your	your	0
request	request	n1	request	request	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
further	further	av-jc	further	further	0
Appeal	Appeal	vvi	Appeal	appeal	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
am	am	vbm	am	be	0
secure	secure	j	secure	secure	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
attestation	attestation	n1	attestation	attestation	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
consented	consented	vvd	consented	consent	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
that	that	cst	that	that	0
our	our	po12	our	our	0
worthy	worthy	j	worthy	worthy	0
Diocesans	Diocesans	n2	Diocesans	diocesan	0
approbation	approbation	n1	approbation	approbation	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
first	first	ord	first	first	0
obtained	obtained	vvn	obtained	obtain	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
readily	readily	av-j	readily	ready	0
undertook	undertook	vvd	undertook	undertake	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
it	it	pn31	it	it	0
seems	seems	vvz	seems	seem	0
effected	effected	vvn	effected	effect	0
:	:	:	:	:	0
And	And	cc	And	and	0
this	this	d	this	this	0
is	is	vbz	is	be	0
what	what	q-crq	what	what	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
Publication	Publication	n1	Publication	publication	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
substance	substance	n1	substance	substance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Discourse	Discourse	n1	Discourse	discourse	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
little	little	j	little	little	0
else	else	av	else	else	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sure	sure	j	sure	sure	0
'tis	'tis	pn31|vbz	it's	it|be	0
honest	honest	j	honest	honest	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
this	this	d	this	this	0
convincing	convincing	j-vvg	convincing	convince	0
evidence	evidence	n1	evidence	evidence	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
yourself	yourself	px21	yourself	yourself	0
approv'd	approv'd	vvn	approved	approve	0
it	it	pn31	it	it	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
invincible	invincible	j	invincible	invincible	0
Loyalty	Loyalty	n1	Loyalty	loyalty	0
is	is	vbz	is	be	0
so	so	av	so	so	0
well	well	av	well	well	0
known	known	vvn	known	know	0
,	,	,	,	,	0
and	and	cc	and	and	0
known	known	vvn	known	know	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
so	so	av	so	so	0
well	well	av	well	well	0
grounded	grounded	vvn	grounded	ground	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
do	do	vdi	do	do	0
that	that	d	that	that	0
service	service	n1	service	service	0
you	you	pn22	you	you	0
conceive	conceive	vvb	conceive	conceive	0
,	,	,	,	,	0
whatever	whatever	r-crq	whatever	whatever	0
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sure	sure	j	sure	sure	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
too	too	av	too	too	0
much	much	d	much	much	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
fear	fear	vvi	fear	fear	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
after	after	p-acp	after	after	0
so	so	av	so	so	0
many	many	d	many	many	0
excellent	excellent	j	excellent	excellent	0
Discourses	Discourses	n2	Discourses	discourse	0
Publish'd	Publish'd	j-vvn	Published	publish	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
same	same	d	same	same	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
prove	prove	vvi	prove	prove	0
the	the	dt	the	the	0
absolute	absolute	j	absolute	absolute	0
Ʋnlawfulness	Ʋnlawfulness	n1	Ʋnlawfulness	ʋnlawfulness	0
of	of	pp-f	of	of	0
Resistance	Resistance	n1	Resistance	resistance	0
,	,	,	,	,	0
and	and	cc	and	and	0
proving	proving	vvg	proving	prove	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
the	the	dt	the	the	0
purposes	purposes	n2	purposes	purpose	0
of	of	pp-f	of	of	0
Conviction	Conviction	n1	Conviction	conviction	0
,	,	,	,	,	0
we	we	pns12	we	we	0
find	find	vvb	find	find	0
persons	persons	n2	persons	person	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
day	day	n1	day	day	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
notoriously	notoriously	av-j	notoriously	notorious	0
guilty	guilty	j	guilty	guilty	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
last	last	ord	last	last	0
dying	dying	vvg	dying	die	0
moments	moments	n2	moments	moment	0
be	be	vbb	be	be	0
induced	induced	vvn	induced	induce	0
to	to	pc-acp	to	to	0
own	own	vvi	own	own	0
it	it	pn31	it	it	0
or	or	cc	or	or	0
repent	repent	vvi	repent	repent	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
may	may	vmb	may	may	0
serve	serve	vvi	serve	serve	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
confirming	confirming	vvg	confirming	confirm	0
evidence	evidence	n1	evidence	evidence	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
urge	urge	vvb	urge	urge	0
towards	towards	p-acp	towards	towards	0
the	the	dt	the	the	0
conclusion	conclusion	n1	conclusion	conclusion	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Discourse	Discourse	n1	Discourse	discourse	0
,	,	,	,	,	0
that	that	cst	that	that	0
this	this	d	this	this	0
sin	sin	n1	since	sin	0
of	of	pp-f	of	of	0
Resistance	Resistance	n1	Resistance	resistance	0
is	is	vbz	is	be	0
seldom	seldom	av	seldom	seldom	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
,	,	,	,	,	0
and	and	cc	and	and	0
seldomer	seldomer	jc	seldomer	seldome	0
truly	truly	av-j	truly	true	0
repented	repented	vvn	repented	repent	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
the	the	dt	the	the	0
more	more	dc	more	more	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
dreaded	dreaded	vvn	dreaded	dread	0
as	as	a-acp	as	as	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
certainly	certainly	av-j	certainly	certain	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
too	too	av	too	too	0
too	too	av	too	too	0
probably	probably	av-j	probably	probable	0
exposing	exposing	vvg	exposing	expose	0
to	to	p-acp	to	to	0
Damnation	Damnation	n1	Damnation	damnation	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
saddest	saddest	js	saddest	sad	0
sense	sense	n1	sense	sense	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
contribute	contribute	vvi	contribute	contribute	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
the	the	dt	the	the	0
least	least	ds	least	least	0
measure	measure	n1	measure	measure	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
Ends	Ends	vvz	Ends	end	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
conceive	conceive	vvi	conceive	conceive	0
,	,	,	,	,	0
and	and	cc	and	and	0
wish	wish	vvb	wish	wish	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
,	,	,	,	,	0
and	and	cc	and	and	0
,	,	,	,	,	0
it	it	pn31	it	it	0
seems	seems	vvz	seems	seem	0
,	,	,	,	,	0
hope	hope	vvb	hope	hope	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
,	,	,	,	,	0
those	those	d	those	those	0
excellent	excellent	j	excellent	excellent	0
Ends	Ends	n2	Ends	end	0
you	you	pn22	you	you	0
yourself	yourself	px21	yourself	yourself	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
much	much	d	much	much	0
zeal	zeal	n1	zeal	zeal	0
and	and	cc	and	and	0
constancy	constancy	n1	constancy	constancy	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
unwearied	unwearied	j	unwearied	unwearied	0
diligence	diligence	n1	diligence	diligence	0
pursue	pursue	vvi	pursue	pursue	0
,	,	,	,	,	0
even	even	av	even	even	0
the	the	dt	the	the	0
ser	ser	n1	sir	sir	0
∣	∣	sy	∣	∣	0
vice	vice	n1	vice	vice	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Sovereign	Sovereign	n-jn	Sovereign	sovereign	0
and	and	cc	and	and	0
the	the	dt	the	the	0
security	security	n1	security	security	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Government	Government	n1	Government	government	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
think	think	vvi	think	think	0
myself	myself	px11	myself	myself	0
happy	happy	j	happy	happy	0
,	,	,	,	,	0
and	and	cc	and	and	0
thankfully	thankfully	av-j	thankfully	thankful	0
acknowledg	acknowledg	vvi	acknowledge	acknowledge	0
it	it	pn31	it	it	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
however	however	c-acp	however	however	0
the	the	dt	the	the	0
event	event	n1	event	event	0
be	be	vbi	be	be	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
uncertain	uncertain	j	uncertain	uncertain	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
please	please	vvi	please	please	0
to	to	p-acp	to	to	0
interest	interest	n1	interest	interest	0
yourself	yourself	px21	yourself	yourself	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
accepting	accepting	vvg	accepting	accept	0
this	this	d	this	this	0
Discourse	Discourse	n1	Discourse	discourse	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
you	you	pn22	you	you	0
