WOrthy	WOrthy	j	WOrthy	worthy	0
Sir	Sir	n1	Sir	sir	0
;	;	;	;	;	0
whilst	whilst	cs	while	while	0
others	others	n2-jn	others	other	0
are	are	vbr	are	be	0
ambiti	ambiti	fw-la	ambiti	ambiti	0
∣	∣	sy	∣	∣	0
ous	ous	j	ous	ous	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
honourable	honourable	j	honourable	honourable	0
Dedication	Dedication	n1	Dedication	dedication	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
thankfull	thankfull	j	thankful	thankful	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
friendly	friendly	j	friendly	friendly	0
one	one	pi	one	one	0
,	,	,	,	,	0
this	this	d	this	this	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
meane	meane	j	mean	mean	0
time	time	n1	time	time	0
being	being	vbg	being	be	0
mine	mine	po11	mine	my	0
happy	happy	j	happy	happy	0
advantage	advantage	n1	advantage	advantage	0
over	over	p-acp	over	over	0
them	them	pno32	them	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
expect	expect	vvb	expect	expect	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
injoy	injoy	vvb	enjoy	enjoy	0
a	a	dt	a	a	0
Patron	Patron	n1	Patron	patron	0
.	.	.	.	.	1
And	And	cc	And	and	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
such	such	d	such	such	0
a	a	dt	a	a	0
scarci	scarci	fw-la	scarci	scarci	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
names	names	n2	names	name	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
pretend	pretend	vvi	pretend	pretend	0
with	with	p-acp	with	with	0
as	as	p-acp	as	as	0
good	good	j	good	good	0
a	a	dt	a	a	0
confidence	confidence	n1	confidence	confidence	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
VVriters	VVriters	n2	VVriters	writer	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
higher	higher	jc	higher	high	0
ranke	ranke	n1	rank	rank	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
frequent	frequent	j	frequent	frequent	0
courtesie	courtesie	n1	courtesy	courtesy	0
I	I	pns11	I	i	0
confesse	confesse	vvb	confess	confess	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
an	an	dt	and	a	0
unequall	unequall	j	unequal	unequal	0
debtor	debtor	n1	debtor	debtor	0
)	)	)	)	)	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
expected	expected	vvn	expected	expect	0
,	,	,	,	,	0
others	others	n2-jn	others	other	0
almost	almost	av	almost	almost	0
challenged	challenged	vvd	challenged	challenge	0
my	my	po11	my	my	0
Dedication	Dedication	n1	Dedication	dedication	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
an	an	dt	and	a	0
∣	∣	sy	∣	∣	0
swer	swer	n1	swer	swer	0
of	of	pp-f	of	of	0
more	more	dc	more	more	0
respect	respect	n1	respect	respect	0
and	and	cc	and	and	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
then	then	av	then	then	0
this	this	d	this	this	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
concluded	concluded	vvd	concluded	conclude	0
the	the	dt	the	the	0
worke	worke	n1	work	work	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
below	below	p-acp	below	below	0
their	their	po32	their	their	0
notice	notice	n1	notice	notice	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
their	their	po32	their	their	0
protection	protection	n1	protection	protection	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
others	others	n2-jn	others	other	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
notice	notice	n1	notice	notice	0
more	more	av-dc	more	more	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Friendship	Friendship	n1	Friendship	friendship	0
,	,	,	,	,	0
then	then	av	then	then	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Ambition	Ambition	n1	Ambition	ambition	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
that	that	d	that	that	0
some	some	d	some	some	0
will	will	vmb	will	will	0
conceive	conceive	vvi	conceive	conceive	0
an	an	dt	and	a	0
Ambiti	Ambiti	np1	Ambiti	Ambiti	0
∣	∣	sy	∣	∣	0
on	on	zz	on	on	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Friendship	Friendship	n1	Friendship	friendship	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
an	an	dt	and	a	0
infancy	infancy	n1	infancy	infancy	0
in	in	p-acp	in	in	0
study	study	n1	study	study	0
shall	shall	vmb	shall	shall	0
boast	boast	vvi	boast	boast	0
the	the	dt	the	the	0
favours	favours	n2	favours	favour	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
growne	growne	vvn	grown	grow	0
a	a	dt	a	a	0
vertue	vertue	n1	virtue	virtue	0
,	,	,	,	,	0
and	and	cc	and	and	0
intrude	intrude	vvi	intrude	intrude	0
upon	upon	p-acp	upon	upon	0
his	his	po31	his	his	0
fame	fame	n1	fame	fame	0
.	.	.	.	.	1
If	If	cs	If	if	0
this	this	d	this	this	0
be	be	vbb	be	be	0
an	an	dt	and	a	0
offence	offence	n1	offence	offence	0
,	,	,	,	,	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
professe	professe	vvi	profess	profess	0
I	I	pns11	I	i	0
glory	glory	vvb	glory	glory	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
this	this	d	this	this	0
accusa	accusa	fw-la	accusa	accusa	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
I	I	pns11	I	i	0
confesse	confesse	vvb	confess	confess	0
and	and	cc	and	and	0
am	am	vbm	am	be	0
proud	proud	j	proud	proud	0
of	of	pp-f	of	of	0
:	:	:	:	:	0
such	such	d	such	such	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
am	am	vbm	am	be	0
∣	∣	sy	∣	∣	0
bition	bition	n1	bition	bition	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
enamoured	enamoured	vvn	enamoured	enamour	0
on	on	p-acp	on	on	0
vertue	vertue	n1	virtue	virtue	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
man	man	n1	man	man	0
who	who	r-crq	who	who	0
would	would	vmd	would	will	0
bee	bee	vbi	be	be	0
indeared	indeared	vvn	endeared	endear	0
to	to	p-acp	to	to	0
heaven	heaven	n1	heaven	heaven	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
desires	desires	n2	desires	desire	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
so	so	av	so	so	0
good	good	j	good	good	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
they	they	pns32	they	they	0
not	not	xx	not	not	0
so	so	av	so	so	0
high	high	j	high	high	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Angells	Angells	n2	Angels	angel	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
stood	stood	vvn	stood	stand	0
,	,	,	,	,	0
had	had	vhd	had	have	0
they	they	pns32	they	they	0
never	never	av-x	never	never	0
known	known	vvn	known	know	0
another	another	j-jn	another	another	0
Pride	Pride	n1	Pride	pride	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
insist	insist	vvi	insist	insist	0
on	on	p-acp	on	on	0
that	that	d	that	that	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
neverthelesse	neverthelesse	av	nevertheless	nevertheless	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
never	never	av-x	never	never	0
too	too	av	too	too	0
much	much	av-d	much	much	0
insist	insist	vvi	insist	insist	0
on	on	a-acp	on	on	0
,	,	,	,	,	0
the	the	dt	the	the	0
remembrance	remembrance	n1	remembrance	remembrance	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
friendship	friendship	n1	friendship	friendship	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
whom	whom	ro-crq	whom	who	0
could	could	vmd	could	can	0
I	I	pns11	I	i	0
more	more	av-dc	more	more	0
fitly	fitly	av-j	fitly	fit	0
dedi	dedi	fw-la	dedi	dedi	0
∣	∣	sy	∣	∣	0
cate	cate	vvi	cate	eat	0
a	a	dt	a	a	0
Poeme	Poeme	n1	Poem	poem	0
,	,	,	,	,	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
shewed	shewed	vvn	showed	show	0
such	such	d	such	such	0
excellency	excellency	n1	excellency	excellency	0
?	?	?	?	?	0
or	or	cc	or	or	0
a	a	dt	a	a	0
Divine	Divine	j-jn	Divine	divine	0
Poem	Poem	n1	Poem	poem	0
,	,	,	,	,	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
shewed	shewed	vvn	showed	show	0
such	such	d	such	such	0
Religion	Religion	n1	Religion	religion	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
compo	compo	n2	compo	compo	0
∣	∣	sy	∣	∣	0
sures	sures	vvz	sures	sure	0
?	?	?	?	?	1
Of	Of	pp-f	Of	of	0
this	this	d	this	this	0
truth	truth	n1	truth	truth	0
Persius	Persius	np1	Persius	Persius	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
witnesse	witnesse	n1	witness	witness	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
taught	taught	vvn	taught	teach	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
English	English	jp	English	english	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
a	a	dt	a	a	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
can	can	vmb	can	can	0
understand	understand	vvi	understand	understand	0
when	when	c-crq	when	when	0
wee	wee	pns12	we	we	0
heare	heare	vvb	hear	hear	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
find	find	vvb	find	find	0
no	no	dx	no	no	0
one	one	crd	one	one	0
syllable	syllable	n1	syllable	syllable	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Dialect	Dialect	n1	Dialect	dialect	0
offen	offen	vvb	offen	offen	0
∣	∣	sy	∣	∣	0
sive	sive	n1	sive	sieve	0
either	either	d	either	either	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Elegant	Elegant	j	Elegant	elegant	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Chast	Chast	j	Chaste	chaste	0
Eare.	Eare.	n1	Eare.	ear	1
Of	Of	pp-f	Of	of	0
this	this	d	this	this	0
truth	truth	n1	truth	truth	0
Iuvenall	Iuvenall	np1	Iuvenall	Iuvenall	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
a	a	dt	a	a	0
witnesse	witnesse	n1	witness	witness	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
though	though	cs	though	though	0
wee	wee	pns12	we	we	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
yet	yet	av	yet	yet	0
heare	heare	vvi	hear	hear	0
in	in	p-acp	in	in	0
publike	publike	j	public	public	0
bet	bet	n1	bet	bet	0
∣	∣	sy	∣	∣	0
tering	tering	j-vvg	tering	tere	0
his	his	po31	his	his	0
expressions	expressions	n2	expressions	expression	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
exact	exact	j	exact	exact	0
rendring	rendring	vvg	rendering	render	0
him	him	pno31	him	he	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
injoy'd	injoy'd	vvn	enjoyed	enjoy	0
the	the	dt	the	the	0
happi	happi	fw-la	happi	happi	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
neerer	neerer	jc	nearer	near	0
friendship	friendship	n1	friendship	friendship	0
,	,	,	,	,	0
confidently	confidently	av-j	confidently	confident	0
and	and	cc	and	and	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
hazzard	hazzard	vvi	hazard	hazard	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
understanding	understanding	n1	understanding	understanding	0
